title,category,text
Presenting Hidden Services in Onion Harvester,/Anonymity Networks/Conference/,"march 8, 2019

				presenting hidden services in onion harvester			
anonymity networksconference


 


 



my project as onion harvester is accepted in offseconf 2019. onion harvester is one of the projects i’m working on it partly. i give a brief presentation about working mechanism of tor network and talked about hidden services.

after that, i talked about computations and resources needed in order to find all the addresses.
i uploaded the video to my youtube channel and here are some of the photos.

the video is here:


onion harvester




 hidden service




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Scooby Tor! Where Are You?,/Anonymity Networks/Urmia/,"february 28, 2019

				scooby tor! where are you?			
anonymity networksurmia


 


 



i notified that the exit node ip address in the tor browser is not the real exit node ip. then i started to drive the mystery machine for investigating the case. real ip! where are you?

motivation for scooby tor!
someone in twitter asked me an interesting question which i wasn’t noticed before. the question was:
why the ip address which is shown in whoer is not same as the exit node which is shown in tor browser?!shadow
therefore i started to investigate the cause which was very interesting.
i think this problem has a similar situation of the scooby doo series. there is an unknown subject (the ip address displayed in whoer), the bad guy behind the ghost mask (the ip address shown in tor browser) and the clues!
the question
in the first step, i myself checked the case in order to see the task and verified. i tested with whoer and whatismyip. the results are the same.

the steps
we now faced the ghost! and scooby started to fear of the case. but with the help of velma, they started to collect the clues.
the first think that i did, was finding the exit nodes of tor in other way. i connected to tor control port using telnet, but i had to define a password for connecting to it.
adding password to tor control port
using the following command, one can generate a hashed password for tor:
tor --hash-password password > pass.txt
then enter the value inside pass.txt to the tor config file, torrc which is inside the tor browser folder if you’re using windows or in /etc/tor if you’re using *nix systems, as the following:
hashedcontrolpassword value
the value is something like 16:hashedvalue. now you can restart tor and connect to tor control port or use the charming python script in order to display the list of exit nodes. credits go to tor stack exchange. but i’ve changed some parameters:
first of all changed the control port from 9051 to 9151 which is the default port for tor control port.then added my password to the authenticate() functions.run the script
all the things are ok. the ghost ip address is changed but you can see the list of exit nodes. here is the proof:

therefore, tor creates multi circuits and use them as the connection manager. but the circuit which is used for displaying the exit node to the user may not be the same as real exit ip address.




 exit node, tor




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Connecting to Hidden Mail Server using Android,/AndroJava/Anonymity Networks/Programming/,"february 1, 2019

				connecting to hidden mail server using android			
androjavaanonymity networksprogramming


 


 



 my contribution in k9 android mail client 
my contribution in k9 android mail client
k-9 is an attractive, open-source email client for android with support of imap, pop3, smtp, and exchange protocols. hence, this client does not support proxy feature. this problem is referenced in #704 #980 #2619. in this post i will talk about my contribution in k-9 project by adding socks proxy feature, which can be used for connecting hidden mail services.
in previous post, i described about connecting thunderbird, an open source email client for pc, to a hidden mail service. in this post i will talk about modifying k-9 mail and connecting android client to the hidden mail service.

problem definition
despite k-9 mail client is very powerful, it does not support socks proxy feature. socks proxy can be used for accessing the internet in some special cases such as in schools, universities, or accessing tor network.
by adding socks proxy, one can connect to hidden mail services or to normal mail services by hiding his real ip address.
my solution
i have worked with tor hidden network and programming sockets in order to be connected through tor network. you may check my answer in tor stack exchange.
therefore i just forked k-9 mail project into mr tajbakhsh github and worked on adding socks proxy feature. i added a user interface part and modified the main connection source code.
modifications
you can check the full list of modifications in github link. but there are two parts: one for the ui and one for the connection part.
ui part
app/core/src/main/java/com/fsck/k9/k9.java app/core/src/main/java/com/fsck/k9/preferences/globalsettings.java app/core/src/main/java/com/fsck/k9/preferences/settings.java  app/ui/src/main/java/com/fsck/k9/ui/settings/general/generalsettingsdatastore.kt  app/ui/src/main/res/values/strings.xml  app/ui/src/main/res/xml/general_settings.xml 
connection part
 mail/protocols/imap/src/main/java/com/fsck/k9/mail/store/imap/imapconnection.java  mail/protocols/pop3/src/main/java/com/fsck/k9/mail/store/pop3/pop3connection.java  mail/protocols/smtp/src/main/java/com/fsck/k9/mail/transport/smtp/smtptransport.java  mail/protocols/webdav/src/main/java/com/fsck/k9/mail/store/webdav/webdavstore.java
connecting to hidden mail server
i previously configured a hidden mail server using tor and hmailserver. in another post, i described about connecting to the configured hidden mail server using thunderbird.
step 1: generating the socks supported apk
the generation of apk is out of scope of this post, but generally you can fork the code from my github repository and import it to android studio to get an apk.
compiling k-9 mail client with socks proxy support
step 2: installing tor on android
this step is straight forward. just install tor from google play and run it.

step 3: install and configure k-9 with socks support
after compiling k-9 with socks support, you can add email accounts based on hidden mail server.

every thing is done. just start tor in your android phone and check socks proxy in k-9 network configuration which added.
conclusion
i added socks proxy feature to k-9, the powerful and open source email client in android. by using this feature, one can be connect to the email accounts if is behind socks proxy or can be used in order to make a connect to hidden mail service. enjoy!




 android, email client, k9, tor




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Connecting to Hidden Mail Server,/Anonymity Networks/Server/Tutorial/,"january 25, 2019

				connecting to hidden mail server			
anonymity networksservertutorial


 


 



in the previous post, i’ve talked about configuring a hidden email server using hmailserver. in this post i will talk about how to access this hidden email server. i’m using thunderbird as email client, tajbakhsh.fake as the fake domain of email server (and accounts), two users ([email protected] and [email protected]).
during all the processes, i assume that the email server is configured as previous post and client has access to the tor network.

installing thunderbird
thunderbird installation is straight forward. just download the binary from  thunderbird  and start installation process. the next step is the installation of torbirdy addon for thunderbird which allows to tunnel the traffic of thunderbird through a socks proxy. the installation steps are depicted in the following pictures:

if you need further information about addon installation process, please refer to mozillazine.
configuring addresses
after installing torbirdy and adding a new email address, you should configure the correct onion addresses for the thunderbird from tools -> accounts section. for the imap and smtp section, add the onion address of the hidden email server which is generated previously.

if you want to more configure torbirdy, just click the green text in the right (below) corner of the thunderbird.

at the end, connecting to the hidden email server
after setting the onion addresses, the connection process can be start by just clicking inbox icon in the newly configured email address.

same process should be taken to send an email. beside, i took hmailserver logs beside thunderbird to show the connection logs inside hmailserver.





 email server, hidden service, thunderbird, tor




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Configuring a Hidden Email Server,/Anonymity Networks/Cryptography/Tutorial/,"january 17, 2019

				configuring a hidden email server			
anonymity networkscryptographytutorial


 


 



in this post, i will talk about configuring an email server which is accessible using tor. using tor will make its ip to be hidden, also accessible if it is behind nat (inside a home computer without a public ip). but the main question is why one should use this kind of scenario?
many people may not trust messaging services such as telegram or whatsapp but want to have their own private communication system. in this tutorial, you can run your own mail server in your home lan and access it through internet without spending money for public ip or vps.
for the email server part, i will use hmailserver, an open source email server developed for windows.

installing email server
hmailserver is a straight forward email server with built-in sql server.  i’ve installed it and shared the screen shots below.
hmailserver installation process 1 hmailserver installation process 2 hmailserver installation process  3 hmailserver installation process 4 hmailserver installation process 5 hmailserver installation process 6 hmailserver installation process 7 hmailserver installation process 8 hmailserver installation process 9 hmailserver installation process 10
configuring email server
in this section, i configure the hmailserver with the following configuration:
creating a self-signed certificate (for imaps and smtps) smtp with ssl/tls (port 465)imap with ssl/tls (port 993)disabling hmailserver access to internet (only has access to 127.0.0.1)creating a fake domain (tajbakhsh.fake) for email accounts
 creating a self-signed certificate 
using  ibm knowledge center , you can create certificate and private key which will be used in hmailserver:
openssl req -newkey rsa:4096 -nodes -keyout key.pem -x509 -days 3650 -out certificate.pem
adding certificates to hmailserver
smtps and imaps
the configuration for ports, certificate and protocols are depicted below.
configuring smtpconfiguring imap
disabling hmailserver access
you may follow wikihow for disabling a program (hmailserver.exe) from accessing the internet. just add an outbound rule for hmailserver.exe and select block in connection section.
firewall #1 firewall #2 firewall #3
creating fake domain
the email server is accessible only in the lan (but from hidden service of tor), therefore domain is not important, but hmailserver needs for distinguish between the users. therefore i added tajbkahsh.fake as the domain of email server.
adding domain #1adding domain #2email account #1email account #2
configuring hidden service
as i described before in “control your home iot” post, you can run a hidden service. in this scenario, there is one onion address with two ports: one for imaps and the other for smtps. the configuration are below:
torrc fileadding ports to torrcafter running tor, the address can be found in hidden directory
conclusion
in this post, i’ve configured hmailserver as email server behind tor as a hidden email service. in the next post, i will describe how to connect to this hidden service from pcs.




 email server, hidden service, hmailserver, tor




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Socks Rocks Again!,/Anonymity Networks/Personal/Tutorial/,"january 15, 2019

				socks rocks again!			
anonymity networkspersonaltutorial


 


 



in a “socks rocks! the good, the bad and the ugly” post, i wrote about configuring openvpn, tor and proxifier in order to hide the real ip and use web sites such as google which do not allow lots of services for tor exit nodes.
literally, the ugly is removed from the previous post and openvpn directly connects to socks.

the problem
when using the internet, one may want to use tor for surfing the net. the problem arise here where some sites block access to the site from the tor network, more specifically they block the ip addresses of the exit nodes, sites such as google or cloudflare or (optionally) blockchain wallet.
previous solution
previously, i published a post about how to configure proxychains to tunnel the traffic between client (pc) and vpn server (openvpn). proxychains is a tunneling software for flowing the traffic through proxy servers; in this case tor socks address where the tor runs. usually this address is 127.0.0.1:9050 or 127.0.0.1:9150.
the problem with proxychains
i have faced connection problems where if for some times you do not use the internet, proxychains will disconnect the traffic between pc and openvpn server. for solving this problem i made an infinitive ping request, so the connection is alive all the time.
better socks rocks
a better solution i’ve found recently is the built-in support of proxifying connection in openvpn client. but you should use the default client, not the limited ones that published by others.
the following pictures shows the settings in openvpn and the configuration for using tor.
openvpn settings
proxy settings in openvpn client
openvpn connects to tor socks port.
result
if you want to use tor but do not want to get restricted connection, you can connect to openvpn server through tor socks5 proxy. now your real ip is hidden from openvpn server (and the sites you visit them) but the exit node is not tor but it is openvpn.
it is reasonable to got an increase in reply time of packets. as an example i get 300-400 ms time in pinging 8.8.8.8




 openvpn, socks, tor




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
A Brief Introduction to BitCoin and BlockChain,/Conference/Cryptography/Tutorial/,"december 16, 2018

				a brief introduction to bitcoin and blockchain			
conferencecryptographytutorial


 


 



i recently had a talk about bitcoin and mainly blockchain technology at application of new generation technologies session which was held on 7 dec 2018 in urmia.

topics around bitcoin and blockchain
i started my talk by introducing myself and how i met the anonymity networks, bitcoin and blockchain technologies. the main reason was the operation onymous. 
my talk was made up of two parts: bitcoin which i did not talked in details and the blockchain which i was talked a bit more with some details.
the talk continued about the attacks, which distributed networks are faced with, 
the slides can be found on slideshare and the video is here:







 bitcoin, blockchain, introduction, session




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Live TV feature added to Media Home System,/Media/Media/Personal/Tutorial/,"november 28, 2018

				live tv feature added to media home system			
mediamediapersonaltutorial


 


 



i’ve posted about creating a media home system using kodi sometimes ago.
after that i configured kodi on my laptop and smart phone which they use the same database shared in home network.
now, with the help of a small tv card, i’ve added live tv feature to the whole media home.

media home
i download and save the movies, tv series and musics to my home lan which can be shared over the home network. for this aim, i use a nas server attached to my home lan. previously, i’ve wrote about creating a media home system using kodi. now i added the live tv feature which does not use internet for watching digital tv. following is a picture of a small part of home lan.
home lan [nas server]
installing tv card
one of the ways is that to use windows to decode the digital tv signals and share on the network. nextpvr did a well job on that. you can use the sharing server in windows and receive the decoded stream in any attached kodi client. but for my tv card, nextpvr cannot detect it in windows 10. it is related to the drivers which are not compatible. so linux helps everywhere.
kodi 2
using linux as decoder
ubuntu linux detected automatically my tv card and mount it at: /dev/dvb/adapter0/frontend0
first of all i tried to use it on linux to test if it is working or not. i used metv as the client. the result was successful.
metv player
setup the streamer
the next step was to find a streamer server which has a client in kodi too. with a small search i found vdr tool. the next steps are very straight. vdr vnsi was the tool i installed. the steps i’ve followed was from kodi help center.
final step
final step was the installation of vdr vnsi addon in every kodi client i had. in the configuration i just entered the ip address of vdr server. everything is ok. the tv and radio ability is added to kodi.
i just recorded a video of all features i’ve added to kodi.





 kodi, live tv, media center, media home, osmc




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Ilam CTF: Android Reverse WriteUp,/AndroJava/WriteUp/,"november 24, 2018

				ilam ctf: android reverse writeup			
androjavawriteup


 


 



ilam ctf has been hold on 23rd nov 2018. unfortunately i’ve planned other things for 22-23 nov 2018 and because of the delay in holding the ctf, i couldn’t attend this ctf.
however, i could download the android reverse question for future analysis. and the flag is here:
ilam_ctf_0a095194dbcf4f798751aaafdfb_1db6b2ed339f4698b6b38b5e7ae
but the writeup!

start to android reverse writeup
i’ve installed it on an emulator and the application crashed.
ilamctf 1
i’ve analyzed the crash logs and found an arithmetic exception at mainactivity:
ilamctf 2
using apk studio and jadx i’ve found and fixed the division be zero which was put in the code.
ilamctf 3
after that i’ve found that the key was hidden in some functions, in which they are playing with an initial string (awxhbv9jdgzfm).
ilamctf 4
analysis
then i just copied the code of functions to my java editor and started to play with them.
ilamctf 5
the result was something like this:
ilamctf 6
as you see, the results from f3 start to change in characters. i mean, they all looks like base64 till f3 but then, they change to something odd.
i’ve checked the functions. all the functions change a part of input string and add a new part to it. i though that it was an encrypted string but i did not found any cryptographic function call or even dynamic call inside the code. then the key should be base64 encoded!
the flag
as a simple test, i just put the parts together and decoded them.
voila. the flag was in there:
ilamctf 7
there was just a point. they have added an extra part to the base64 encoded text which i removed it. you can find the extra part at yoyo.yo function which ends with an arithmetic exception.
therefore, the flag is:
ilam_ctf_0a095194dbcf4f798751aaafdfb_1db6b2ed339f4698b6b38b5e7ae
the original apk is attached here for who may interest.
download ilam ctf android reverse apk




 android, ctf, ilamctf, writeup




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
T-REX: Playing with Dino!,/AndroJava/Programming/,"october 28, 2018

				t-rex: playing with dino!			
androjavaprogramming


 


 



i hardly play the dino game which is created by google and is available in chrome browser for playing while there is no internet connection. but the game itself is popular and can be found in different platforms. recently i’ve changed two of them and now cacti and birds are ineffective.
simple javascript running t-rex version
there are lots of free versions of the game. take running t-rex for example. the java script code is pretty formatted and ready to be deactivated!
dino 1
medium android running t-rex version
i’ve faced with an android version of the game. so started to find where the game finishes. based on jadx decompiler, the following code was the main part of detecting game over.
dino 2
based on smali code injection techniques, i’ve deactivated the functions. now the dino can run freely both in javascript and android!
dino javascript (click to see the animated gif version):
dino javascript
dino android (click to see the animated gif version):
dino android




 dino, game, reverse engineering, t-rex




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Onion Harvester: First step to TOR Search Engines,/Academic/AndroJava/Search Engine/,"november 24, 2017

				onion harvester: first step to tor search engines			
academicandrojavasearch engine



 



knowing all possible web paths in the world is the initial step for making a search engine (se). by means of  se one can analyze the web for the material he/she likes. in normal domain name system, each tld provider (top level domain) can sell or release list of all its domains. as an example .com tld can sell or release all the domains which are end with “.com“. but the problem is more complicated in tor (or other hidden service providers). in this post i will talk about my tool named onion harvester and how to find initial points for finding hidden services to be crawled.
tor network

i have investigated about how to find all onion addresses. my question in tor stack exchange network can be found this link. in a conclusion there are two ways to find all the onion addresses, starting points for crawling and making a search engine.

 run as a hidden service directory which a hidden service publish its address through 6 of 9 hsdirs for being found by the users whom tries to connect.
brute force all address space which is exponentially time consuming.

the first method fails because the 9 hsdirs is controlled by the tor network itself. you can check the 9 hsdirs status in this link. detailed information about the 9 hsdirs can be found this link. therefore you cannot add yourself as a hsdir without verification of the tor developers. in addition, as defalt answered to my question in the tor stack exchange network:
“harvesting onion addresses has been fixed in next generation tor onion services so you can’t fetch list of running onion services by hosting your own hsdir anymore.”
in other point of view, tor is open source and you can own and run your own tor network which you can add your hsdirs. but users should use your network instead of tor!
my own tor network
check this link for finding how to run your own tor network.
but in general, you may harvest the whole address space of onion for specific ports to check if the service is open or not. i have developed a small multi thread java application named “onion harvester” to harvest the onion addresses. i generate onion addresses starting from “aaaaaaaaaaaaaaaa.onion” to “7777777777777777.onion”. the address is base-32 which contains alphabet and numbers except (0,1,8,9). there are totally  addresses!
as a small program, i’ve added some flexibility to it:

if the program got exit signal, it stores the next onion address which should be resume the program.
i’ve added a switch (–start) the resume the scanning.
i’ve added configurable local tor socks5 address. by default tor bundle uses 127.0.0.1:9150 as its socks5 proxy and tor binary in linux uses 127.0.0.1:9050.
the project is opensource and you can find it in mr tajbakhsh github account in the repository.

onion harvester in action:
onion harvester in action
you may fork or use the project for help me creating the onion database. if you want to contribute, contact me at saman [@] mstajbakhsh [.] ir




 onion address, onion harvester, tor




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Web Application Vulnerability: SQLi,/Tutorial/University/,"november 2, 2017

				web application vulnerability: sqli			
tutorialuniversity


 


 



last wednesday, i have a small talk about sqli web application vulnerability and how to prevent it. here, i write about the tools and resources which can be used in learning the sqli learning and prevention.
sqli session

the one of the best resources for learning lies in practicing. practice make perfect. therefore, penetration the vulnerable web application will make the learning much easier. damn vulnerable web application (dvwa) is one the vulnerable web applications for learning why and how the applications gets the vulnerabilities.
some of sample injections tests on the special vm i’ve created for this session is below:
sqli 1
sqli 2
sqli 3
the other tools are for dynamically analyzing web application:
sqlmap
nosqlmap
sqliv
grryfin
i also talked about how to statically analyze the web application. i’ve introduced rips which is the one of the most powerful frameworks for finding bugs in web application. the following image is a screenshot of rips scanner for dvwa 1.9.
sqli rips
also the web application firewalls (wafs) will help web servers before passing the user input to the vulnerable web application such as modsecurity which can be handle user input along with apache, and other wafs …
in the end the session ended with some fun. 🙂
you may follow the sessions from uut ceit group:
uut ceit instagram
uut ceit telegram channel
or in their web site at uutidev
sqli and prevention session




 dynamic analysis, session, static analysis, web application




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
“Introduction to Cryptography and PGP” Workshop,/Cryptography/University/,"october 13, 2017

				“introduction to cryptography and pgp” workshop			
cryptographyuniversity


 


 



i have a workshop titled “introduction to cryptography and pgp” at urmia university of technology. i talked about basic concepts of signature and encryption using asymmetric cryptography. then i talked about pgp which is one of the main usages of this system. i followed the workshop with configuring thunderbird and gpg4win for applying pgp in email system. you may find the contents in my previous post about gpg in thunderbird and the way pgp works.
the pictures of this session is here.

introduction to cryptography and pgp 1
introduction to cryptography and pgp 2
introduction to cryptography and pgp 3
introduction to cryptography and pgp 4
introduction to cryptography and pgp 5
introduction to cryptography and pgp 6
other sessions or information can be noticed from uut computer society’s telegram channel.




 gpg, pgp, university, uut, workshop




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
PGP: How it works?,/Cryptography/Personal/Tutorial/,"september 30, 2017

				pgp: how it works?			
cryptographypersonaltutorial


 


 



in “encrypting emails using pgp/gpg”, i have described how to configure gpg (pgp) + enigmail + thunderbird for sending signed and encrypted emails. but the inner process of pgp is not described. in this post, i will describe how pgp works and the emulation process of pgp will be covered by the nice cryptography tool named cryptoolv2.
pgp

what is pgp: a brief introduction
symmetric encryption is very good and have good performance/speed in encryption/decryption. but the main problem is in transferring keys between the alice and bob. alice and bob are two characters whom want to send encrypted messages to each other and is commonly used names in cryptographic systems. for more information check the alice and bob.
in other side, the power of asymmetric encryption is considerable. every participant has two keys: the public key (e) which is accessible by everyone in the system and the private key (d) which is only accessible for the participant. one of the major abilities of this cryptography system is that the key transfer is very easy, because of the public key. beside its abilities, it lags in encryption/decryption of large amount of data. if you want to know more about asymmetric encryption/decryption and the meaning of signature (encrypting with private key) and encryption (encrypting with public key), check public-key cryptography.
pgp stands for pretty good privacy which uses the power of asymmetric and symmetric encryption. symmetric encryption lacks in key transfer which can be transferred by asymmetric encryption. the key size is not large in comparison of data which is going to be encrypted/decrypted.
so the system is ok. encrypt the content with a random symmetric key (k). sign and encrypt k with sender’s private key and receiver’s public key. the system is depicted in below but in the figure, sender does not sign the k, just encrypts with the receiver’s public key.
pgp overall system
cryptool
cryptool is a nice gui based tool for testing and learning cryptography. i’ve used version 2 of the program which can be run in microsoft windows. the tool is accessible from  cryptoolv2. the following picture shows a screenshot of the program in action.
cryptool v2
pgp in cryptool
i have configured the pgp protocol in cryptool and add signature and encryption for the system. the first picture shows the overall system and process.
pgp overall system
the following picture shows the detailed work of each part. it should be noticed that there are some elements in the figure which rsa stands for asymmetric encryption/decryption system, aes for symmetric encryption/decryption and key generator for generating private and public keys.
pgp detailed
the final picture shows the system in action. as shown, the decrypted message is the same as the plain text message (“hello world!“).
pgp in action
the project is attached in the following file. you may download and test the file as you like in cryptool v2.
download link




 cryptography, cryptool, encryption, pgp, signature




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
Control your home IoT: Remotely and Graphically,/IoT/Personal/RaspberryPi/,"september 8, 2017

				control your home iot: remotely and graphically			
iotpersonalraspberrypi


 


 



in the “control your home iot”, the configuration steps for controlling the home iot system remotely, are described. in this post i will describe how to control your system graphically!

the main steps for this installation is the same as previous post, including: installing tor and configuring hidden service.
here i will describe remote connection using vnc. vnc stands for virtual network computation and is a protocol for graphically control remote servers. also there is a nice web gui for vnc named novnc. i will describe installing vnc4server as vnc server and novnc.
installing vnc4server
in this step, just install vnc4server in your home iot raspbian:
iot raspbian with vnc
$ sudo apt-get update
$ sudo apt-get install vnc4server
then start the vnc4server using vnc4server command:
$ vnc4server
then the vnc4server asks you to provide a password with maximum 8 characters.
starting vnc4server
installing novnc
novnc can be installed using apt-get. you may check this link for more documentation.
installing novnc
$ sudo apt-get install novnc
but i prefer launching by their code in github. the commands are from this link.
$ echo y | sudo apt-get install git websockify<br /><br /><br /><br />

$ git clone git://github.com/kanaka/novnc
launch without wss/ssl support:
$ ./novnc/utils/launch.sh --vnc [ip]:[port]
launch with wss/ssl support:
$ ./launch.sh --cert /path/self.pem  --vnc [ip]:[port]
cloning novnc
and voila! everything is ready for fire up. place 127.0.0.1 as ip and 5901 as port in the above commands.
$ ./novnc/utils/launch.sh --vnc 127.0.0.1:5901
starting novnc
as you see, it will accept port 6080 from browser and will proxy the input commands to the vnc port (5901).
if you have forgot to start vnc4server, you should start it.
if you forgot the password for vnc, you can reset it by typing vncpasswd in terminal.
the final step is to add tor hidden services.
i will add the following line to the previously configured torrc file and restart tor:
hiddenserviceport 80 127.0.0.1:6080
the sequence for remote desktop service is as follows:
iot raspbian with vnc – connection sequence
every thing is ok. just start tor browser in anywhere and type your hostname (check how to create tor hidden service in previous post) in tor browser.
iot raspbian with vnc – novnc
after pressing connect button, you should insert password:
iot raspbian with vnc – password
and if the password is correct, you have accessed remote desktop with vnc.
iot raspbian with vnc – done




 hidden service, iot, novnc, raspberrypi, tor, vnc




 

mir saman
i'm currently an it phd. candidate at urmia university. i'm interested in social network analysis, big data mining, and nlp in my academical field as well as guitar, nature, and android!		
			view all posts by mir saman		





  previous post 

next post"
